dataset,model,method,video_class,video_name,sensitivity_n,random_correlation,reversed_correlation,n,n_subsets,seed
Kinetics400,TANet,3D-RISE-NEW,398,d2yKqlwqiOY_000002_000012.mp4,0.21083427035173263,0.043619885530459056,-0.21083427035173252,10,100,777
Kinetics400,TANet,3D-Sampled-Occl-Sens-NEW,398,d2yKqlwqiOY_000002_000012.mp4,-0.01446450741360103,0.043619885530459056,0.01446450741360103,10,100,777
Kinetics400,TANet,LV-LOCO-NEW,398,d2yKqlwqiOY_000002_000012.mp4,0.518549276579086,-0.24012628184137289,-0.5185492765790857,10,100,777
Kinetics400,TANet,LV-Univ-Pred-NEW,398,d2yKqlwqiOY_000002_000012.mp4,-0.18733193938139078,-0.24012628184137289,0.18733193938139076,10,100,777
Kinetics400,TANet,SaliencyTubes,398,d2yKqlwqiOY_000002_000012.mp4,0.39820609171404064,0.043619885530459056,-0.3982060917140404,10,100,777
Kinetics400,TANet,AOSA,398,d2yKqlwqiOY_000002_000012.mp4,0.2575929848234133,0.043619885530459056,-0.25759298482341325,10,100,777
Kinetics400,TANet,GradCAM,398,d2yKqlwqiOY_000002_000012.mp4,0.4673623378366561,0.043619885530459056,-0.4673623378366561,10,100,777
Kinetics400,TANet,3D-Kernel-SHAP-NEW,78,XXxIZLe0iQo_000003_000013.mp4,0.22569482081105624,0.08373587576258565,-0.22569482081105618,10,100,777
Kinetics400,TANet,3D-LIME-NEW,78,XXxIZLe0iQo_000003_000013.mp4,0.20786274919875067,0.08373587576258565,-0.20786274919875064,10,100,777
Kinetics400,TANet,3D-RISE-NEW,78,XXxIZLe0iQo_000003_000013.mp4,0.41465665731291634,0.01621781439434007,-0.4146566573129164,10,100,777
Kinetics400,TANet,3D-Sampled-Occl-Sens-NEW,78,XXxIZLe0iQo_000003_000013.mp4,0.3009827630586041,0.01621781439434007,-0.3009827630586041,10,100,777
Kinetics400,TANet,LV-LOCO-NEW,78,XXxIZLe0iQo_000003_000013.mp4,0.6185858207089174,0.08373587576258565,-0.6185858207089174,10,100,777
Kinetics400,TANet,LV-Univ-Pred-NEW,78,XXxIZLe0iQo_000003_000013.mp4,0.06596323132909925,0.08373587576258565,-0.06596323132909925,10,100,777
Kinetics400,TANet,SaliencyTubes,78,XXxIZLe0iQo_000003_000013.mp4,0.07829668533528465,0.01621781439434007,-0.07829668533528464,10,100,777
Kinetics400,TANet,AOSA,78,XXxIZLe0iQo_000003_000013.mp4,-0.0010839148802860299,0.01621781439434007,0.001083914880286031,10,100,777
Kinetics400,TANet,GradCAM,78,XXxIZLe0iQo_000003_000013.mp4,0.3079325894191592,0.01621781439434007,-0.30793258941915924,10,100,777
